"id","firstName","lastName","fullName","displayName","shortName","weight","displayWeight","height","displayHeight","age","dateOfBirth","experience","jersey","active"
"7655","Dewayne","Dotson","Dewayne Dotson","Dewayne Dotson","D. Dotson",NA,NA,73,"6' 1""",53,"1971-06-10T07:00Z",2,"49",FALSE
"450","Earl","Dotson","Earl Dotson","Earl Dotson","E. Dotson",317,"317 lbs",76,"6' 4""",53,"1970-12-17T08:00Z",10,"72",FALSE
"4248909","Elijah","Dotson","Elijah Dotson","Elijah Dotson","E. Dotson",202,"202 lbs",69,"5' 9""",25,"1999-01-19T08:00Z",2,"42",FALSE
"4361409","Jahan","Dotson","Jahan Dotson","Jahan Dotson","J. Dotson",184,"184 lbs",71,"5' 11""",24,"2000-03-22T08:00Z",3,"83",TRUE
"3127293","Jomon","Dotson","Jomon Dotson","Jomon Dotson","J. Dotson",180,"180 lbs",70,"5' 10""",NA,NA,NA,"25",FALSE
"3917599","Kevin","Dotson","Kevin Dotson","Kevin Dotson","K. Dotson",330,"330 lbs",76,"6' 4""",28,"1996-09-18T07:00Z",5,"69",TRUE
"11479","Lionel","Dotson","Lionel Dotson","Lionel Dotson","L. Dotson",290,"290 lbs",76,"6' 4""",39,"1985-02-11T08:00Z",4,"97",FALSE
"343","Santana","Dotson","Santana Dotson","Santana Dotson","S. Dotson",287,"287 lbs",77,"6' 5""",54,"1969-12-19T08:00Z",11,NA,FALSE
"4361432","Romeo","Doubs","Romeo Doubs","Romeo Doubs","R. Doubs",204,"204 lbs",74,"6' 2""",24,"2000-04-13T07:00Z",3,"87",TRUE
"11315","Early","Doucet","Early Doucet","Early Doucet","E. Doucet",212,"212 lbs",72,"6' 0""",39,"1985-10-28T08:00Z",5,"85",FALSE
"2517676","Brandon","Doughty","Brandon Doughty","Brandon Doughty","B. Doughty",212,"212 lbs",75,"6' 3""",33,"1991-10-06T07:00Z",1,"6",FALSE
"17140","Jake","Doughty","Jake Doughty","Jake Doughty","J. Doughty",234,"234 lbs",72,"6' 0""",33,"1991-08-17T07:00Z",NA,"45",FALSE
"9759","Reed","Doughty","Reed Doughty","Reed Doughty","R. Doughty",206,"206 lbs",73,"6' 1""",41,"1982-11-04T08:00Z",8,"37",FALSE
"1855","Dameane","Douglas","Dameane Douglas","Dameane Douglas","D. Douglas",195,"195 lbs",72,"6' 0""",48,"1976-03-15T08:00Z",5,NA,FALSE
"15528","David","Douglas","David Douglas","David Douglas","D. Douglas",205,"205 lbs",73,"6' 1""",35,"1989-06-27T07:00Z",2,"89",FALSE
"4427095","DeMario","Douglas","DeMario Douglas","DeMario Douglas","D. Douglas",192,"192 lbs",68,"5' 8""",23,"2000-12-08T08:00Z",2,"3",TRUE
"12780","Dominic","Douglas","Dominic Douglas","Dominic Douglas","D. Douglas",235,"235 lbs",74,"6' 2""",37,"1987-01-13T08:00Z",2,NA,FALSE
"11318","Harry","Douglas","Harry Douglas","Harry Douglas","H. Douglas",183,"183 lbs",72,"6' 0""",40,"1984-09-16T07:00Z",10,"83",FALSE
"797","Hugh","Douglas","Hugh Douglas","Hugh Douglas","H. Douglas",281,"281 lbs",74,"6' 2""",53,"1971-08-23T07:00Z",10,"53",FALSE
"2516927","Jamil","Douglas","Jamil Douglas","Jamil Douglas","J. Douglas",310,"310 lbs",76,"6' 4""",32,"1992-02-28T08:00Z",5,"77",FALSE
"2120","Marques","Douglas","Marques Douglas","Marques Douglas","M. Douglas",290,"290 lbs",74,"6' 2""",47,"1977-03-15T08:00Z",10,"99",FALSE
"7713","Omar","Douglas","Omar Douglas","Omar Douglas","O. Douglas",170,"170 lbs",70,"5' 10""",52,"1972-06-03T07:00Z",4,"82",FALSE
"3943270","Rasul","Douglas","Rasul Douglas","Rasul Douglas","R. Douglas",209,"209 lbs",74,"6' 2""",29,"1995-08-29T07:00Z",8,"31",TRUE
"9558","Robert","Douglas","Robert Douglas","Robert Douglas","R. Douglas",230,"230 lbs",73,"6' 1""",42,"1982-07-25T07:00Z",2,"24",FALSE
"6965","Maurice","Douglass","Maurice Douglass","Maurice Douglass","M. Douglass",210,"210 lbs",71,"5' 11""",60,"1964-02-12T08:00Z",10,"24",FALSE
"11920","Leger","Douzable","Leger Douzable","Leger Douzable","L. Douzable",284,"284 lbs",76,"6' 4""",38,"1986-05-31T07:00Z",8,"92",FALSE
"7364","Marcus","Dowdell","Marcus Dowdell","Marcus Dowdell","M. Dowdell",188,"188 lbs",72,"6' 0""",54,"1970-05-22T07:00Z",3,"84",FALSE
"8079","Corey","Dowden","Corey Dowden","Corey Dowden","C. Dowden",190,"190 lbs",71,"5' 11""",56,"1968-10-18T07:00Z",2,"20",FALSE
"4038815","Rico","Dowdle","Rico Dowdle","Rico Dowdle","R. Dowdle",215,"215 lbs",72,"6' 0""",26,"1998-06-14T07:00Z",5,"23",TRUE
"3929818","Andrew","Dowell","Andrew Dowell","Andrew Dowell","A. Dowell",225,"225 lbs",73,"6' 1""",27,"1996-11-16T08:00Z",4,"40",FALSE
"4250945","Colton","Dowell","Colton Dowell","Colton Dowell","C. Dowell",212,"212 lbs",75,"6' 3""",25,"1999-04-19T07:00Z",2,"14",FALSE
"4382464","Michael","Dowell","Michael Dowell","Michael Dowell","M. Dowell",221,"221 lbs",73,"6' 1""",24,"2000-01-28T08:00Z",NA,"46",FALSE
"16918","Jonathan","Dowling","Jonathan Dowling","Jonathan Dowling","J. Dowling",198,"198 lbs",75,"6' 3""",32,"1991-12-08T08:00Z",2,"26",FALSE
"14038","Ras-I","Dowling","Ras-I Dowling","Ras-I Dowling","R. Dowling",200,"200 lbs",73,"6' 1""",36,"1988-05-09T07:00Z",4,"37",FALSE
"3125931","Da'Sean","Downey","Da'Sean Downey","Da'Sean Downey","D. Downey",225,"225 lbs",76,"6' 4""",NA,NA,NA,"4",FALSE
"2623","Eric","Downing","Eric Downing","Eric Downing","E. Downing",315,"315 lbs",76,"6' 4""",46,"1978-09-16T07:00Z",4,"93",FALSE
"4361757","Trevor","Downing","Trevor Downing","Trevor Downing","T. Downing",304,"304 lbs",77,"6' 5""",NA,NA,NA,NA,FALSE
"3122593","Devante","Downs","Devante Downs","Devante Downs","D. Downs",252,"252 lbs",74,"6' 2""",29,"1995-10-18T07:00Z",4,"52",FALSE
"614","Gary","Downs","Gary Downs","Gary Downs","G. Downs",210,"210 lbs",73,"6' 1""",52,"1972-06-06T07:00Z",7,"45",FALSE
"4688813","Josh","Downs","Josh Downs","Josh Downs","J. Downs",171,"171 lbs",69,"5' 9""",23,"2001-08-12T07:00Z",2,"1",TRUE
"15344","Marcus","Dowtin","Marcus Dowtin","Marcus Dowtin","M. Dowtin",230,"230 lbs",74,"6' 2""",35,"1989-01-22T08:00Z",3,"38",FALSE
"4040812","Sage","Doxtater","Sage Doxtater","Sage Doxtater","S. Doxtater",350,"350 lbs",79,"6' 7""",26,"1998-10-20T07:00Z",NA,"77",FALSE
"8266","Todd","Doxzon","Todd Doxzon","Todd Doxzon","T. Doxzon",186,"186 lbs",73,"6' 1""",49,"1975-03-28T07:00Z",2,"17",FALSE
"16504","Jack","Doyle","Jack Doyle","Jack Doyle","J. Doyle",262,"262 lbs",78,"6' 6""",34,"1990-05-05T07:00Z",9,"84",FALSE
"4242456","Joe","Doyle","Joe Doyle","Joe Doyle","J. Doyle",199,"199 lbs",73,"6' 1""",NA,NA,NA,NA,FALSE
"4038986","Tommy","Doyle","Tommy Doyle","Tommy Doyle","T. Doyle",320,"320 lbs",80,"6' 8""",26,"1998-05-06T07:00Z",4,"72",FALSE
"16861","Dakota","Dozier","Dakota Dozier","Dakota Dozier","D. Dozier",312,"312 lbs",76,"6' 4""",33,"1991-04-30T07:00Z",9,"78",FALSE
"1547","Chris","Draft","Chris Draft","Chris Draft","C. Draft",234,"234 lbs",71,"5' 11""",48,"1976-02-26T08:00Z",12,NA,FALSE
"2495","Scott","Dragos","Scott Dragos","Scott Dragos","S. Dragos",245,"245 lbs",74,"6' 2""",49,"1975-10-28T08:00Z",2,"45",FALSE
"4032605","Oscar","Draguicevich III","Oscar Draguicevich III","Oscar Draguicevich III","O. Draguicevich III",185,"185 lbs",72,"6' 0""",NA,NA,NA,"15",FALSE
"15188","Tommie","Draheim","Tommie Draheim","Tommie Draheim","T. Draheim",309,"309 lbs",76,"6' 4""",35,"1988-12-23T08:00Z",1,"60",FALSE
"2508493","Adam","Drake","Adam Drake","Adam Drake","A. Drake",195,"195 lbs",74,"6' 2""",NA,NA,NA,"14",FALSE
"921","Jerry","Drake","Jerry Drake","Jerry Drake","J. Drake",310,"310 lbs",76,"6' 4""",55,"1969-07-09T07:00Z",5,"76",FALSE
"2979843","Kenyan","Drake","Kenyan Drake","Kenyan Drake","K. Drake",210,"210 lbs",73,"6' 1""",30,"1994-01-26T08:00Z",8,"32",FALSE
"16257","Darin","Drakeford","Darin Drakeford","Darin Drakeford","D. Drakeford",240,"240 lbs",73,"6' 1""",33,"1991-07-05T07:00Z",1,NA,FALSE
"671","Tyronne","Drakeford","Tyronne Drakeford","Tyronne Drakeford","T. Drakeford",185,"185 lbs",71,"5' 11""",53,"1971-06-21T07:00Z",8,"33",FALSE
"2577042","Spencer","Drango","Spencer Drango","Spencer Drango","S. Drango",315,"315 lbs",78,"6' 6""",32,"1992-10-15T07:00Z",3,"74",FALSE
"3999154","Shawn","Draper","Shawn Draper","Shawn Draper","S. Draper",NA,NA,NA,NA,45,"1979-04-05T08:00Z",NA,NA,FALSE
"4257567","Armagedon","Draughn","Armagedon Draughn","Armagedon Draughn","A. Draughn",191,"191 lbs",76,"6' 4""",30,"1994-04-06T07:00Z",1,"36",FALSE
"14518","Shaun","Draughn","Shaun Draughn","Shaun Draughn","S. Draughn",214,"214 lbs",71,"5' 11""",36,"1987-12-07T08:00Z",6,"25",FALSE
"13357","Jim","Dray","Jim Dray","Jim Dray","J. Dray",255,"255 lbs",77,"6' 5""",37,"1986-12-31T08:00Z",8,"81",FALSE
"4035858","Josh","Drayden","Josh Drayden","Josh Drayden","J. Drayden",185,"185 lbs",70,"5' 10""",26,"1998-04-10T07:00Z",NA,"38",FALSE
"440","Troy","Drayton","Troy Drayton","Troy Drayton","T. Drayton",263,"263 lbs",75,"6' 3""",54,"1970-06-29T07:00Z",8,"87",FALSE
"8612","Joel","Dreessen","Joel Dreessen","Joel Dreessen","J. Dreessen",245,"245 lbs",76,"6' 4""",42,"1982-07-26T07:00Z",8,"81",FALSE
"13559","Justin","Drescher","Justin Drescher","Justin Drescher","J. Drescher",235,"235 lbs",73,"6' 1""",36,"1988-01-01T08:00Z",8,"49",FALSE
"16682","Weston","Dressler","Weston Dressler","Weston Dressler","W. Dressler",179,"179 lbs",67,"5' 7""",39,"1985-06-14T07:00Z",1,"13",FALSE
"2978189","Damariay","Drew","Damariay Drew","Damariay Drew","D. Drew",205,"205 lbs",72,"6' 0""",30,"1993-11-05T08:00Z",NA,NA,FALSE
"12538","Davon","Drew","Davon Drew","Davon Drew","D. Drew",260,"260 lbs",76,"6' 4""",38,"1985-12-09T08:00Z",1,"80",FALSE
"16667","John","Drew","John Drew","John Drew","J. Drew",330,"330 lbs",74,"6' 2""",NA,NA,NA,"68",FALSE
"2578539","Ray","Drew","Ray Drew","Ray Drew","R. Drew",275,"275 lbs",77,"6' 5""",32,"1992-09-24T07:00Z",NA,"47",FALSE
"4366636","Willie","Drew","Willie Drew","Willie Drew","W. Drew",185,"185 lbs",72,"6' 0""",24,"2000-07-05T07:00Z",NA,"34",FALSE
"6609","Willie","Drewrey","Willie Drewrey","Willie Drewrey","W. Drewrey",158,"158 lbs",67,"5' 7""",61,"1963-04-28T08:00Z",7,NA,FALSE
"3932668","Jack","Driscoll","Jack Driscoll","Jack Driscoll","J. Driscoll",312,"312 lbs",77,"6' 5""",27,"1997-04-01T08:00Z",5,"75",TRUE
"2574630","Jeff","Driskel","Jeff Driskel","Jeff Driskel","J. Driskel",231,"231 lbs",76,"6' 4""",31,"1993-04-23T07:00Z",8,"16",TRUE
"4571627","Ethan","Driskell","Ethan Driskell","Ethan Driskell","E. Driskell",313,"313 lbs",80,"6' 8""",24,"2000-06-29T07:00Z",NA,"75",TRUE
"1966","Donald","Driver","Donald Driver","Donald Driver","D. Driver",194,"194 lbs",72,"6' 0""",49,"1975-02-02T08:00Z",14,"80",FALSE
"2727","Tony","Driver","Tony Driver","Tony Driver","T. Driver",207,"207 lbs",73,"6' 1""",47,"1977-08-04T07:00Z",2,"25",FALSE
"316","Shane","Dronett","Shane Dronett","Shane Dronett","S. Dronett",300,"300 lbs",78,"6' 6""",53,"1971-01-12T08:00Z",11,"75",FALSE
"4422420","Austin","Droogsma","Austin Droogsma","Austin Droogsma","A. Droogsma",331,"331 lbs",75,"6' 3""",29,"1995-03-04T08:00Z",NA,"66",FALSE
"2212","Reuben","Droughns","Reuben Droughns","Reuben Droughns","R. Droughns",220,"220 lbs",71,"5' 11""",46,"1978-08-21T07:00Z",9,"22",FALSE
"7473","Darren","Drozdov","Darren Drozdov","Darren Drozdov","D. Drozdov",281,"281 lbs",75,"6' 3""",55,"1969-04-07T08:00Z",2,NA,FALSE
"1228","Jim","Druckenmiller","Jim Druckenmiller","Jim Druckenmiller","J. Druckenmiller",234,"234 lbs",77,"6' 5""",52,"1972-09-19T07:00Z",3,NA,FALSE
"4567240","Dontario","Drummond","Dontario Drummond","Dontario Drummond","D. Drummond",220,"220 lbs",73,"6' 1""",27,"1997-08-22T07:00Z",1,"19",FALSE
"4363551","Dylan","Drummond","Dylan Drummond","Dylan Drummond","D. Drummond",186,"186 lbs",72,"6' 0""",24,"2000-01-17T08:00Z",1,"15",FALSE
"4273","Eddie","Drummond","Eddie Drummond","Eddie Drummond","E. Drummond",188,"188 lbs",69,"5' 9""",44,"1980-04-12T08:00Z",7,NA,FALSE
"2515405","Kurtis","Drummond","Kurtis Drummond","Kurtis Drummond","K. Drummond",200,"200 lbs",73,"6' 1""",32,"1992-01-29T08:00Z",4,"23",FALSE
"3047558","Thomas","Duarte","Thomas Duarte","Thomas Duarte","T. Duarte",241,"241 lbs",74,"6' 2""",29,"1995-03-30T08:00Z",2,"83",FALSE
"4044060","Joel","Dublanko","Joel Dublanko","Joel Dublanko","J. Dublanko",240,"240 lbs",75,"6' 3""",26,"1998-01-12T08:00Z",NA,"48",FALSE
"4243926","Corey","Dublin","Corey Dublin","Corey Dublin","C. Dublin",299,"299 lbs",75,"6' 3""",NA,NA,NA,"59",FALSE
"2576645","B.J.","Dubose","B.J. Dubose","B.J. Dubose","B.J. Dubose",284,"284 lbs",76,"6' 4""",32,"1992-01-19T08:00Z",NA,"90",FALSE
"7462","Demetrius","DuBose","Demetrius DuBose","Demetrius DuBose","D. DuBose",235,"235 lbs",73,"6' 1""",28,"1971-03-23T08:00Z",4,"93",FALSE
"4879650","Grant","DuBose","Grant DuBose","Grant DuBose","G. DuBose",201,"201 lbs",74,"6' 2""",23,"2001-06-20T07:00Z",1,"88",FALSE
"13273","Vladimir","Ducasse","Vladimir Ducasse","Vladimir Ducasse","V. Ducasse",329,"329 lbs",77,"6' 5""",37,"1987-10-15T07:00Z",10,"62",FALSE
"4036434","Clifton","Duck","Clifton Duck","Clifton Duck","C. Duck",170,"170 lbs",70,"5' 10""",26,"1998-05-03T07:00Z",NA,"38",FALSE
"4427103","Storm","Duck","Storm Duck","Storm Duck","S. Duck",195,"195 lbs",72,"6' 0""",23,"2000-12-15T08:00Z",NA,"36",TRUE
"5964","Damane","Duckett","Damane Duckett","Damane Duckett","D. Duckett",329,"329 lbs",78,"6' 6""",43,"1981-01-21T08:00Z",4,"63",FALSE
"7412","Forey","Duckett","Forey Duckett","Forey Duckett","F. Duckett",195,"195 lbs",75,"6' 3""",54,"1970-02-05T08:00Z",1,NA,FALSE
"3546","T.J.","Duckett","T.J. Duckett","T.J. Duckett","T.J. Duckett",254,"254 lbs",72,"6' 0""",43,"1981-02-17T08:00Z",8,"44",FALSE
"10991","Tim","Duckworth","Tim Duckworth","Tim Duckworth","T. Duckworth",318,"318 lbs",76,"6' 4""",42,"1982-09-14T07:00Z",1,"78",FALSE
"16989","Greg","Ducre","Greg Ducre","Greg Ducre","G. Ducre",183,"183 lbs",70,"5' 10""",32,"1992-01-22T08:00Z",2,"37",FALSE
"933","Rickey","Dudley","Rickey Dudley","Rickey Dudley","R. Dudley",255,"255 lbs",78,"6' 6""",52,"1972-07-15T07:00Z",9,"88",FALSE
"6733","Dave","Duerson","Dave Duerson","Dave Duerson","D. Duerson",202,"202 lbs",73,"6' 1""",63,"1960-11-28T08:00Z",11,NA,FALSE
"2066","Bill","Duff","Bill Duff","Bill Duff","B. Duff",284,"284 lbs",75,"6' 3""",50,"1974-02-24T07:00Z",1,"62",FALSE
"7889","Jamal","Duff","Jamal Duff","Jamal Duff","J. Duff",285,"285 lbs",79,"6' 7""",52,"1972-03-11T08:00Z",4,"92",FALSE
"7588","John","Duff","John Edward Duff","John Edward Duff","J. Duff",262,"262 lbs",79,"6' 7""",57,"1967-07-31T07:00Z",2,NA,FALSE
"4373066","Christian","Duffie","Christian Duffie","Christian Duffie","C. Duffie",300,"300 lbs",77,"6' 5""",24,"2000-03-07T08:00Z",NA,"75",FALSE
"4362606","Max","Duffy","Max Duffy","Max Duffy","M. Duffy",190,"190 lbs",73,"6' 1""",31,"1993-04-11T07:00Z",NA,NA,FALSE
"190","Roger","Duffy","Roger Duffy","Roger Duffy","R. Duffy",298,"298 lbs",74,"6' 2""",57,"1967-07-16T07:00Z",12,"62",FALSE
"5745","Jeff","Dugan","Jeff Dugan","Jeff Dugan","J. Dugan",258,"258 lbs",76,"6' 4""",43,"1981-04-08T08:00Z",8,"83",FALSE
"2197","Ron","Dugans","Ron Dugans","Ron Dugans","R. Dugans",205,"205 lbs",74,"6' 2""",47,"1977-04-27T07:00Z",3,"81",FALSE
"3914371","O'Shea","Dugas","O'Shea Dugas","O'Shea Dugas","O. Dugas",335,"335 lbs",76,"6' 4""",28,"1996-09-22T07:00Z",2,"70",FALSE
"4427105","Max","Duggan","Max Duggan","Max Duggan","M. Duggan",207,"207 lbs",73,"6' 1""",23,"2001-03-12T08:00Z",1,"8",FALSE
"4401811","Kyle","Dugger","Kyle Dugger","Kyle Dugger","K. Dugger",216,"216 lbs",73,"6' 1""",28,"1996-03-22T08:00Z",5,"23",TRUE
"3123226","Jonathan","Duhart","Jonathan Duhart","Jonathan Duhart","J. Duhart",210,"210 lbs",75,"6' 3""",28,"1996-06-26T07:00Z",NA,"1",FALSE
"3050138","Austin","Duke","Austin Duke","Austin Duke","A. Duke",170,"170 lbs",69,"5' 9""",31,"1993-08-03T07:00Z",1,"8",FALSE
"4427108","Khalid","Duke","Khalid Duke","Khalid Duke","K. Duke",246,"246 lbs",75,"6' 3""",23,"2001-02-27T08:00Z",NA,"47",FALSE
"9273","Wesley","Duke","Wesley Duke","Wesley Duke","W. Duke",225,"225 lbs",77,"6' 5""",43,"1981-06-21T07:00Z",NA,"84",FALSE
"2052738","Wesley","Duke","Wesley Duke","Wesley Duke","W. Duke",225,"225 lbs",77,"6' 5""",43,"1981-06-21T07:00Z",NA,NA,FALSE
"2445","Chad","Dukes","Chad Dukes","Chad Dukes","C. Dukes",230,"230 lbs",72,"6' 0""",52,"1971-12-29T08:00Z",1,"34",FALSE
"4044104","DeVontres","Dukes","DeVontres Dukes","DeVontres Dukes","D. Dukes",216,"216 lbs",76,"6' 4""",27,"1997-06-18T07:00Z",NA,"84",FALSE
"7103","Jamie","Dukes","Jamie Dukes","Jamie Dukes","J. Dukes",285,"285 lbs",73,"6' 1""",60,"1964-06-14T07:00Z",10,NA,FALSE
"7930","Mike","Dulaney","Mike Dulaney","Mike Dulaney","M. Dulaney",245,"245 lbs",72,"6' 0""",54,"1970-09-09T07:00Z",3,"34",FALSE
"4367209","Greg","Dulcich","Greg Dulcich","Greg Dulcich","G. Dulcich",245,"245 lbs",76,"6' 4""",24,"2000-03-26T08:00Z",3,"80",TRUE
"4061956","Ashton","Dulin","Ashton Dulin","Ashton Dulin","A. Dulin",215,"215 lbs",74,"6' 2""",27,"1997-05-15T07:00Z",6,"16",TRUE
"143","Mike","Dumas","Mike Dumas","Mike Dumas","M. Dumas",202,"202 lbs",72,"6' 0""",55,"1969-03-18T08:00Z",9,"20",FALSE
"8041","Troy","Dumas","Troy Dumas","Troy Dumas","T. Dumas",242,"242 lbs",75,"6' 3""",52,"1972-09-30T07:00Z",3,NA,FALSE
"9712","Elvis","Dumervil","Elvis Dumervil","Elvis Dumervil","E. Dumervil",250,"250 lbs",71,"5' 11""",40,"1984-01-19T08:00Z",12,"58",FALSE
"17060","James","Dunbar","James Dunbar","James Dunbar","J. Dunbar",315,"315 lbs",78,"6' 6""",33,"1991-03-03T08:00Z",NA,NA,FALSE
"11693","Jo-Lonn","Dunbar","Jo-Lonn Dunbar","Jo-Lonn Dunbar","J. Dunbar",235,"235 lbs",72,"6' 0""",39,"1985-03-13T08:00Z",8,"54",FALSE
"7515","Karl","Dunbar","Karl Dunbar","Karl Dunbar","K. Dunbar",275,"275 lbs",76,"6' 4""",57,"1967-05-18T07:00Z",4,NA,FALSE
"15369","Lance","Dunbar","Lance Dunbar","Lance Dunbar","L. Dunbar",188,"188 lbs",68,"5' 8""",34,"1990-01-25T08:00Z",6,"25",FALSE
"4654","LaTarence","Dunbar","LaTarence Dunbar","LaTarence Dunbar","L. Dunbar",196,"196 lbs",71,"5' 11""",44,"1980-08-15T07:00Z",NA,"82",FALSE
"3998731","LaTarence","Dunbar","LaTarence Dunbar","LaTarence Dunbar","L. Dunbar",NA,NA,NA,NA,44,"1980-08-15T07:00Z",NA,NA,FALSE
"2516049","Quinton","Dunbar","Quinton Dunbar","Quinton Dunbar","Q. Dunbar",201,"201 lbs",74,"6' 2""",32,"1992-07-22T07:00Z",7,"34",FALSE
"7251","Vaughn","Dunbar","Vaughn Allen Dunbar","Vaughn Allen Dunbar","V. Dunbar",204,"204 lbs",70,"5' 10""",56,"1968-09-04T07:00Z",4,NA,FALSE
"3126197","Steven","Dunbar Jr.","Steven Dunbar Jr.","Steven Dunbar Jr.","S. Dunbar Jr.",202,"202 lbs",75,"6' 3""",28,"1995-12-19T08:00Z",1,"13",FALSE
"3051751","C.J.","Duncan","C.J. Duncan","C.J. Duncan","C.J. Duncan",195,"195 lbs",70,"5' 10""",29,"1995-03-24T08:00Z",NA,"82",FALSE
"4427115","Collin","Duncan","Collin Duncan","Collin Duncan","C. Duncan",210,"210 lbs",72,"6' 0""",23,"2001-06-25T07:00Z",NA,"39",FALSE
"6420","Curtis","Duncan","Curtis Duncan","Curtis Duncan","C. Duncan",184,"184 lbs",71,"5' 11""",59,"1965-01-26T08:00Z",7,NA,FALSE
"4372058","Jaelyn","Duncan","Jaelyn Duncan","Jaelyn Duncan","J. Duncan",306,"306 lbs",78,"6' 6""",24,"2000-07-08T07:00Z",2,"71",FALSE
"1637","Jamie","Duncan","Jamie Duncan","Jamie Duncan","J. Duncan",238,"238 lbs",73,"6' 1""",49,"1975-07-20T07:00Z",7,"59",FALSE
"3057760","Joe Don","Duncan","Joe Don Duncan","Joe Don Duncan","J. Duncan",270,"270 lbs",76,"6' 4""",34,"1990-09-17T07:00Z",NA,"42",FALSE
"3059552","Kieren","Duncan","Kieren Duncan","Kieren Duncan","K. Duncan",175,"175 lbs",71,"5' 11""",31,"1993-10-12T07:00Z",NA,"85",FALSE
"4439","Tim","Duncan","Tim Duncan","Tim Duncan","T. Duncan",210,"210 lbs",73,"6' 1""",45,"1979-06-12T07:00Z",1,NA,FALSE
"3916447","Eric","Dungey","Eric Dungey","Eric Dungey","E. Dungey",236,"236 lbs",76,"6' 4""",28,"1996-06-12T07:00Z",1,"5",FALSE
"3074320","Jessamen","Dunker","Jessamen Dunker","Jessamen Dunker","J. Dunker",301,"301 lbs",76,"6' 4""",31,"1993-01-18T08:00Z",NA,"65",FALSE
"4361512","William","Dunkle","William Dunkle","William Dunkle","W. Dunkle",330,"330 lbs",77,"6' 5""",24,"1999-12-30T08:00Z",1,"68",FALSE
"13274","Carlos","Dunlap","Carlos Dunlap","Carlos Dunlap","C. Dunlap",277,"277 lbs",78,"6' 6""",35,"1989-02-28T08:00Z",13,"8",FALSE
"11464","King","Dunlap","King Dunlap","King Dunlap","K. Dunlap",330,"330 lbs",81,"6' 9""",39,"1985-09-14T07:00Z",9,"77",FALSE
"4245209","Josh","Dunlop","Josh Dunlop","Josh Dunlop","J. Dunlop",315,"315 lbs",79,"6' 7""",27,"1997-04-10T07:00Z",NA,"62",FALSE
"4906","Anthony","Dunn","Anthony Dunn","Anthony Dunn","A. Dunn",250,"250 lbs",74,"6' 2""",44,"1980-07-01T07:00Z",NA,"91",FALSE
"17061","Brandon","Dunn","Brandon Dunn","Brandon Dunn","B. Dunn",310,"310 lbs",74,"6' 2""",32,"1992-09-05T07:00Z",6,"92",FALSE
"3057534","Casey","Dunn","Casey Dunn","Casey Dunn","C. Dunn",307,"307 lbs",76,"6' 4""",30,"1994-10-11T07:00Z",2,"57",FALSE
"4361665","Christopher","Dunn","Christopher Dunn","Christopher Dunn","C. Dunn",179,"179 lbs",68,"5' 8""",NA,NA,NA,NA,FALSE
"2481","Damon","Dunn","Damon Dunn","Damon Dunn","D. Dunn",182,"182 lbs",69,"5' 9""",48,"1976-03-15T08:00Z",1,"87",FALSE
"779","David","Dunn","David Dunn","David Dunn","D. Dunn",210,"210 lbs",75,"6' 3""",52,"1972-06-10T07:00Z",7,"88",FALSE
"4255989","Isaiah","Dunn","Isaiah Dunn","Isaiah Dunn","I. Dunn",193,"193 lbs",72,"6' 0""",25,"1999-01-31T08:00Z",3,"23",FALSE
"934","Jason","Dunn","Jason Dunn","Jason Dunn","J. Dunn",274,"274 lbs",78,"6' 6""",50,"1973-11-15T08:00Z",11,"89",FALSE
"2976213","Michael","Dunn","Michael Dunn","Michael Dunn","M. Dunn",315,"315 lbs",77,"6' 5""",30,"1994-08-28T07:00Z",5,"68",TRUE
"16059","Reggie","Dunn","Reggie Dunn","Reggie Dunn","R. Dunn",180,"180 lbs",69,"5' 9""",35,"1989-01-05T08:00Z",1,"14",FALSE
"1175","Warrick","Dunn","Warrick Dunn","Warrick Dunn","W. Dunn",187,"187 lbs",69,"5' 9""",49,"1975-01-05T08:00Z",12,"28",FALSE
"14996","Drake","Dunsmore","Drake Dunsmore","Drake Dunsmore","D. Dunsmore",235,"235 lbs",75,"6' 3""",35,"1988-11-04T08:00Z",NA,"81",FALSE
"3115366","Malachi","Dupre","Malachi Dupre","Malachi Dupre","M. Dupre",196,"196 lbs",74,"6' 2""",29,"1995-10-12T07:00Z",1,"8",FALSE
"2576702","Bud","Dupree","Bud Dupree","Bud Dupree","B. Dupree",269,"269 lbs",76,"6' 4""",31,"1993-02-12T08:00Z",10,"48",TRUE
"2976557","Travin","Dural","Travin Dural","Travin Dural","T. Dural",207,"207 lbs",74,"6' 2""",30,"1993-11-19T08:00Z",2,"14",FALSE
"12648","Ryan","Durand","Ryan Durand","Ryan Durand","R. Durand",301,"301 lbs",77,"6' 5""",38,"1985-11-17T08:00Z",2,"75",FALSE
"3052021","Chris","Durant","Chris Durant","Chris Durant","C. Durant",310,"310 lbs",76,"6' 4""",28,"1995-12-19T08:00Z",NA,"62",FALSE
"4384549","Cobie","Durant","Cobie Durant","Cobie Durant","C. Durant",182,"182 lbs",71,"5' 11""",26,"1998-02-09T08:00Z",3,"14",TRUE
"3931769","Davon","Durant","Davon Durant","Davon Durant","D. Durant",242,"242 lbs",74,"6' 2""",NA,NA,NA,NA,FALSE
"10492","Justin","Durant","Justin Durant","Justin Durant","J. Durant",230,"230 lbs",73,"6' 1""",39,"1985-09-21T07:00Z",11,"52",FALSE
